simcell_50,simcell_81,simcell_79,simcell_63,simcell_53,simcell_80,simcell_65,simcell_51,simcell_64,simcell_62,simcell_14,simcell_12,simcell_76,simcell_52,simcell_78,simcell_30,simcell_44,simcell_1,simcell_77,simcell_45	gray
simcell_46	royalblue
simcell_37	darkmagenta
simcell_61	indigo
simcell_21	plum
simcell_29	palegoldenrod
simcell_41	floralwhite
simcell_66	slateblue
simcell_27	mintcream
simcell_75,simcell_73	paleturquoise
simcell_72,simcell_71,simcell_70	dodgerblue
simcell_67,simcell_69	orange
simcell_49,simcell_47,simcell_23	darkgoldenrod
simcell_34,simcell_33	lightskyblue
simcell_26	seagreen
simcell_28	sandybrown
simcell_74	orchid
simcell_68	limegreen
simcell_48	deepskyblue
simcell_32	olivedrab
simcell_54,simcell_58,simcell_56,simcell_57	cadetblue
simcell_55	mediumblue
