simcell_1	gray
simcell_36,simcell_38,simcell_54,simcell_61,simcell_53,simcell_37,simcell_34,simcell_52,simcell_56	darkkhaki
simcell_3	navajowhite
simcell_60	bisque
simcell_55	silver
simcell_35	darksalmon
simcell_17	lightsalmon
simcell_18	salmon
simcell_39	darkviolet
simcell_16	palevioletred
simcell_49,simcell_48	steelblue
simcell_5	cornflowerblue
simcell_32	crimson
simcell_57,simcell_59	papayawhip
simcell_26	lightcyan
simcell_14	orangered
simcell_51,simcell_28	lemonchiffon
simcell_69,simcell_71,simcell_82,simcell_83,simcell_46	brown
simcell_10	skyblue
simcell_58	gainsboro
simcell_50	azure
simcell_44	dimgray
simcell_45	red
simcell_47	plum
simcell_70	indigo
simcell_84,simcell_85	lawngreen
simcell_22	aliceblue
simcell_77,simcell_72,simcell_78,simcell_66,simcell_73,simcell_79	purple
simcell_86	deeppink
simcell_81	mediumturquoise
simcell_74,simcell_76,simcell_75	amethyst
simcell_80	mediumslateblue
