simcell_26,simcell_1,simcell_27,simcell_28	gray
simcell_29	gold
simcell_11	lime
simcell_62,simcell_63,simcell_64	ghostwhite
simcell_37,simcell_38,simcell_36	deepskyblue
simcell_14	blanchedalmond
simcell_67,simcell_66,simcell_65,simcell_68,simcell_69	limegreen
simcell_80,simcell_83,simcell_81,simcell_82,simcell_79,simcell_84,simcell_85	violet
simcell_30	blueviolet
simcell_25	mediumaquamarine
simcell_56,simcell_54,simcell_55	forestgreen
simcell_34	dodgerblue
simcell_35	navy
simcell_57,simcell_58	darkgreen
simcell_59,simcell_61	rosybrown
simcell_41	sienna
simcell_70	cadetblue
simcell_43,simcell_72	lightslategray
simcell_49	bisque
simcell_53	lightcoral
simcell_86	steelblue
simcell_78,simcell_75,simcell_47,simcell_76,simcell_45,simcell_73	purple
simcell_60	red
simcell_71	plum
simcell_74	azure
simcell_77	darkviolet
