simcell_72,simcell_67,simcell_1,simcell_66,simcell_70,simcell_41,simcell_69,simcell_68,simcell_71	gray
simcell_11	azure
simcell_21	turquoise
simcell_54,simcell_55	slateblue
simcell_23,simcell_43	indigo
simcell_64	lightblue
simcell_61,simcell_57,simcell_58,simcell_60	orchid
simcell_82,simcell_84,simcell_81,simcell_83,simcell_52,simcell_53	aliceblue
simcell_26	darkgreen
simcell_30	saddlebrown
simcell_74,simcell_73	aquamarine
simcell_62	peachpuff
simcell_65	whitesmoke
simcell_63	orange
simcell_56	lemonchiffon
simcell_59	peru
simcell_14	wheat
simcell_28	antiquewhite
simcell_27	seashell
simcell_25	plum
simcell_44,simcell_45	purple
simcell_29	lightsteelblue
simcell_47,simcell_76	royalblue
simcell_86	lightcoral
simcell_85	violet
simcell_78,simcell_80,simcell_77	lime
simcell_49	seagreen
simcell_79	tan
