simcell_81,simcell_40,simcell_22,simcell_52,simcell_77,simcell_76,simcell_70,simcell_61,simcell_79,simcell_1,simcell_65,simcell_39,simcell_64,simcell_71,simcell_60,simcell_78,simcell_21,simcell_80,simcell_62	gray
simcell_31	salmon
simcell_42	pink
simcell_48	darkturquoise
simcell_63	midnightblue
simcell_24	steelblue
simcell_11	gainsboro
simcell_20,simcell_19,simcell_18	blanchedalmond
simcell_54,simcell_35,simcell_53	lightyellow
simcell_28,simcell_29	seagreen
simcell_72,simcell_74	lightgreen
simcell_69,simcell_46,simcell_66	mediumvioletred
simcell_23	lightgrey
simcell_43	mediumturquoise
simcell_73	chocolate
simcell_75	snow
simcell_68	darkkhaki
simcell_67	cadetblue
simcell_57,simcell_59,simcell_58	mediumpurple
simcell_83,simcell_82,simcell_56,simcell_84	green
simcell_44	sienna
