simcell_72,simcell_52,simcell_37,simcell_64,simcell_78,simcell_79,simcell_53,simcell_36,simcell_65,simcell_73,simcell_1,simcell_54,simcell_50,simcell_35,simcell_82,simcell_74,simcell_39,simcell_66,simcell_34,simcell_71,simcell_57,simcell_56,simcell_18,simcell_75	gray
simcell_55	ghostwhite
simcell_51	gainsboro
simcell_83	cornflowerblue
simcell_26	lightsteelblue
simcell_63	coral
simcell_49	tomato
simcell_69,simcell_70	powderblue
simcell_67,simcell_68	honeydew
simcell_76	darkorange
simcell_15,simcell_32	cornsilk
simcell_61,simcell_62,simcell_60	lightgrey
simcell_81	hotpink
simcell_28,simcell_58,simcell_59	lavenderblush
simcell_77	orangered
simcell_31	darkcyan
simcell_47	magenta
simcell_80	brown
simcell_13	salmon
simcell_29,simcell_30	darkorchid
