simcell_1	gray
simcell_2	papayawhip
simcell_8	chocolate
simcell_14	plum
simcell_162	crimson
simcell_229,simcell_174,simcell_65,simcell_228,simcell_227,simcell_171	darkviolet
simcell_16	mediumturquoise
simcell_32	powderblue
simcell_31	cornsilk
simcell_170,simcell_168,simcell_169	rosybrown
simcell_164	green
simcell_165	sandybrown
simcell_163	palegreen
simcell_102,simcell_101	olive
simcell_104	purple
simcell_107,simcell_109,simcell_106	chartreuse
simcell_172	mediumseagreen
simcell_173	teal
simcell_118	mediumblue
simcell_226	mediumspringgreen
simcell_185,simcell_184	oldlace
simcell_126,simcell_70	linen
simcell_186,simcell_124,simcell_67,simcell_188,simcell_187	floralwhite
simcell_11	seashell
simcell_235,simcell_237,simcell_236	tomato
simcell_221,simcell_96,simcell_53,simcell_222,simcell_157	khaki
simcell_83,simcell_146,simcell_147	royalblue
simcell_33	navy
simcell_115	indianred
simcell_167,simcell_166	darkkhaki
simcell_103	tan
simcell_105	whitesmoke
simcell_110	navajowhite
simcell_59	fuchsia
simcell_108	olivedrab
simcell_225	coral
simcell_182	dodgerblue
simcell_125	mediumorchid
simcell_72	forestgreen
simcell_68	mediumaquamarine
simcell_90	yellowgreen
simcell_45	cornflowerblue
simcell_48,simcell_92	lavender
simcell_181	mistyrose
simcell_234	azure
simcell_180	sienna
simcell_232,simcell_233	ghostwhite
simcell_27	darkseagreen
simcell_54	limegreen
simcell_50	greenyellow
simcell_97,simcell_98	beige
simcell_95	darkorchid
simcell_94	lightyellow
simcell_44	deeppink
simcell_84	maroon
simcell_81	orangered
simcell_138	mediumvioletred
simcell_205,simcell_206,simcell_204	skyblue
simcell_140,simcell_207,simcell_208	cyan
simcell_203,simcell_251	burlywood
simcell_86,simcell_149,simcell_148,simcell_150	aquamarine
simcell_220	goldenrod
simcell_195,simcell_197,simcell_246	lavenderblush
simcell_210,simcell_209,simcell_143	aqua
simcell_134	orchid
simcell_242	lightgreen
simcell_113	bisque
simcell_112	cadetblue
simcell_183	darkcyan
simcell_71	amethyst
simcell_89	lightslategray
simcell_88	blue
simcell_153	deepskyblue
simcell_154	mediumslateblue
simcell_155	darkgoldenrod
simcell_231	peachpuff
simcell_160	lightblue
simcell_161	mediumpurple
simcell_159	darkgray
simcell_223,simcell_224	darkblue
simcell_252	lightgoldenrodyellow
simcell_202	darkgreen
simcell_253	wheat
simcell_151	palevioletred
simcell_219	blanchedalmond
simcell_215	lightseagreen
simcell_198	lightpink
simcell_194	silver
simcell_245	pink
simcell_211	lime
simcell_214,simcell_213,simcell_212	lightskyblue
simcell_133	seagreen
simcell_135	thistle
simcell_75	palegoldenrod
simcell_244	saddlebrown
simcell_243	peru
simcell_241	lightsteelblue
simcell_192	moccasin
simcell_256,simcell_257,simcell_258,simcell_240	slategray
simcell_152	midnightblue
simcell_230	turquoise
simcell_216	lightcoral
simcell_218	yellow
simcell_217	firebrick
simcell_132	springgreen
simcell_250,simcell_247,simcell_249	salmon
simcell_193	orange
simcell_255	lemonchiffon
simcell_248	brown
simcell_200	hotpink
simcell_254	lightgrey
