simcell_118,simcell_119,simcell_1,simcell_180,simcell_181,simcell_112,simcell_184,simcell_241	gray
simcell_114	darkcyan
simcell_182	plum
simcell_120	mintcream
simcell_183	azure
simcell_113	darkmagenta
simcell_240	crimson
simcell_24,simcell_11	powderblue
simcell_185,simcell_189,simcell_188,simcell_187,simcell_190,simcell_186	salmon
simcell_202,simcell_204,simcell_206,simcell_126,simcell_129	mediumpurple
simcell_231,simcell_232,simcell_233,simcell_235,simcell_234	tomato
simcell_3	lightslategray
simcell_23	honeydew
simcell_117	mediumorchid
simcell_205	mediumaquamarine
simcell_207	deeppink
simcell_203	springgreen
simcell_198,simcell_199	steelblue
simcell_31	gold
simcell_154	wheat
simcell_236	palevioletred
simcell_230	darkorange
simcell_238,simcell_169,simcell_101,simcell_237	hotpink
simcell_28	seagreen
simcell_103,simcell_174,simcell_172,simcell_173,simcell_175,simcell_176,simcell_171	darkgoldenrod
simcell_162,simcell_165,simcell_163,simcell_164,simcell_161,simcell_167,simcell_99	teal
simcell_85	limegreen
simcell_91,simcell_92	bisque
simcell_46	darkgray
simcell_87,simcell_88	goldenrod
simcell_79,simcell_76,simcell_78,simcell_77	mediumslateblue
simcell_7	aquamarine
simcell_200	ghostwhite
simcell_201	darkkhaki
simcell_123,simcell_124	seashell
simcell_242,simcell_194,simcell_197,simcell_243,simcell_195,simcell_192	lightyellow
simcell_229	slategray
simcell_239	lightskyblue
simcell_170	turquoise
simcell_106	yellow
simcell_104	aqua
simcell_160	peachpuff
simcell_157	orangered
simcell_159	gainsboro
simcell_158	yellowgreen
simcell_166	lightsteelblue
simcell_86	thistle
simcell_90	cadetblue
simcell_89	saddlebrown
simcell_20	forestgreen
simcell_71,simcell_217,simcell_218	tan
simcell_35	lavender
simcell_16	linen
simcell_224,simcell_75,simcell_222	lightblue
simcell_244	darkturquoise
simcell_196	palegoldenrod
simcell_193	lightseagreen
simcell_177	amethyst
simcell_178	lightsalmon
simcell_53	mediumspringgreen
simcell_84,simcell_83	sienna
simcell_82,simcell_81	whitesmoke
simcell_70	mediumseagreen
simcell_220,simcell_219	lightgoldenrodyellow
simcell_139	orchid
simcell_141,simcell_140,simcell_142	lawngreen
simcell_215,simcell_246,simcell_245	lightgreen
simcell_131	darkgreen
simcell_130	royalblue
simcell_133,simcell_132	magenta
simcell_209,simcell_66,simcell_208	darkorchid
simcell_39	darkslategray
simcell_250	khaki
simcell_150,simcell_148,simcell_149	brown
simcell_249,simcell_247	blanchedalmond
simcell_254,simcell_256,simcell_257,simcell_255	slateblue
simcell_108	firebrick
simcell_107	chocolate
simcell_80	aliceblue
simcell_143	lemonchiffon
simcell_216	orange
simcell_211,simcell_210	mediumblue
simcell_212,simcell_137	ivory
simcell_251	indigo
simcell_248	silver
simcell_228	darkblue
simcell_252,simcell_253	blueviolet
simcell_213	sandybrown
