simcell_66,simcell_9,simcell_57,simcell_59,simcell_65,simcell_26,simcell_1,simcell_68,simcell_64,simcell_77,simcell_67,simcell_78,simcell_63,simcell_43,simcell_56,simcell_70,simcell_60	gray
simcell_49	fuchsia
simcell_71	salmon
simcell_62	lightblue
simcell_10	floralwhite
simcell_21	lightgreen
simcell_74	darkblue
simcell_58	lightyellow
simcell_61	lightcyan
simcell_36	mediumaquamarine
simcell_76	goldenrod
simcell_69	palegreen
simcell_44	silver
simcell_25	yellow
simcell_34	dimgray
simcell_75	darkolivegreen
simcell_45,simcell_46	seashell
simcell_54	powderblue
simcell_73	coral
simcell_80,simcell_79	lightpink
simcell_29,simcell_31,simcell_14,simcell_28	lightsalmon
simcell_55	skyblue
simcell_72	springgreen
simcell_52	mediumorchid
simcell_51	lemonchiffon
simcell_53	lawngreen
simcell_30	darkorchid
simcell_32	magenta
simcell_27	moccasin
simcell_13	lightsteelblue
