simcell_1	gray
simcell_2	wheat
simcell_16,simcell_47,simcell_45,simcell_34,simcell_65,simcell_66,simcell_33	yellowgreen
simcell_42,simcell_43,simcell_37,simcell_21	forestgreen
simcell_46	darkseagreen
simcell_32	mediumslateblue
simcell_72,simcell_51	powderblue
simcell_67,simcell_70,simcell_69,simcell_71,simcell_68	floralwhite
simcell_6	yellow
simcell_38	saddlebrown
simcell_39	turquoise
simcell_59,simcell_60,simcell_64,simcell_61	slateblue
simcell_82,simcell_81,simcell_80	mediumorchid
simcell_79,simcell_76,simcell_78,simcell_77	indianred
simcell_73	whitesmoke
simcell_27	seagreen
simcell_13	palegreen
simcell_26	darkslateblue
simcell_30	teal
simcell_62	tomato
simcell_63	magenta
simcell_86,simcell_83,simcell_85	beige
simcell_56	amethyst
simcell_74,simcell_75	pink
simcell_28	salmon
simcell_29	limegreen
simcell_53	lightsalmon
simcell_52	ivory
simcell_31	brown
simcell_84	darkorchid
