simcell_78,simcell_68,simcell_1,simcell_67,simcell_82,simcell_76,simcell_86,simcell_77,simcell_80,simcell_85	gray
simcell_44	springgreen
simcell_79	darkgray
simcell_16	darkolivegreen
simcell_73	seagreen
simcell_54	aliceblue
simcell_42	lemonchiffon
simcell_55	lime
simcell_81	cornflowerblue
simcell_75	dodgerblue
simcell_74	turquoise
simcell_23	paleturquoise
simcell_49	mediumpurple
simcell_57,simcell_56	azure
simcell_59	floralwhite
simcell_83	crimson
simcell_72,simcell_70,simcell_69	yellowgreen
simcell_18,simcell_19,simcell_17	cadetblue
simcell_51,simcell_53,simcell_30	deepskyblue
simcell_39,simcell_63,simcell_37,simcell_38	mediumturquoise
simcell_22	navajowhite
simcell_50	lavenderblush
simcell_58	darkslategray
simcell_84	mediumaquamarine
simcell_71	cornsilk
simcell_9	khaki
simcell_31	aqua
simcell_52	blue
simcell_64	yellow
simcell_61	royalblue
simcell_62	darkblue
simcell_60	olive
