simcell_36,simcell_57,simcell_58,simcell_19,simcell_31,simcell_1,simcell_40,simcell_50,simcell_48,simcell_32,simcell_51	gray
simcell_47	darkgreen
simcell_46	royalblue
simcell_39	indianred
simcell_49	palegreen
simcell_30	lightcoral
simcell_37	mediumblue
simcell_68,simcell_66,simcell_65,simcell_67	brown
simcell_12	lightsteelblue
simcell_23	limegreen
simcell_14	blanchedalmond
simcell_38	blueviolet
simcell_17	floralwhite
simcell_54	tan
simcell_72	lightseagreen
simcell_45	mediumturquoise
simcell_21	paleturquoise
simcell_71,simcell_70,simcell_69	dimgray
simcell_41,simcell_42	olive
simcell_60	deepskyblue
simcell_78,simcell_84,simcell_82,simcell_77	darkorchid
simcell_55	moccasin
simcell_56	maroon
simcell_73	indigo
simcell_75	silver
simcell_43	cyan
simcell_59	honeydew
simcell_64	khaki
simcell_76	mintcream
simcell_83	bisque
simcell_79,simcell_80,simcell_81	palegoldenrod
simcell_74	mediumvioletred
