simcell_1	gray
simcell_10	dimgray
simcell_12,simcell_22	steelblue
simcell_71,simcell_70,simcell_37,simcell_56,simcell_72	peachpuff
simcell_17	floralwhite
simcell_20	wheat
simcell_21	mediumspringgreen
simcell_23	magenta
simcell_55	seashell
simcell_74	deepskyblue
simcell_54	lavenderblush
simcell_73	honeydew
simcell_53	teal
simcell_82,simcell_81	powderblue
simcell_43	chartreuse
simcell_27	plum
simcell_42	violet
simcell_8	red
simcell_30,simcell_31,simcell_33	mediumorchid
simcell_47	lightcoral
simcell_41	blanchedalmond
simcell_83	oldlace
simcell_50	amethyst
simcell_85	aqua
simcell_68,simcell_69,simcell_67	lightslategray
simcell_32	azure
simcell_63,simcell_64	rosybrown
simcell_28	coral
simcell_61	seagreen
simcell_24	greenyellow
simcell_84	midnightblue
simcell_45	darkmagenta
simcell_44	darkslateblue
simcell_62	chocolate
simcell_80,simcell_79	darkolivegreen
simcell_39	yellowgreen
simcell_75,simcell_76,simcell_78	orange
simcell_58	darkgoldenrod
simcell_59	lightsalmon
simcell_77	maroon
