simcell_71,simcell_64,simcell_39,simcell_53,simcell_66,simcell_68,simcell_65,simcell_36,simcell_46,simcell_63,simcell_35,simcell_44,simcell_34,simcell_55,simcell_72,simcell_45,simcell_67,simcell_29,simcell_70,simcell_19,simcell_1,simcell_22,simcell_69,simcell_56,simcell_51	gray
simcell_62	floralwhite
simcell_54	honeydew
simcell_52	lightskyblue
simcell_73	saddlebrown
simcell_75,simcell_74	blanchedalmond
simcell_13	salmon
simcell_30	powderblue
simcell_32,simcell_33	darkmagenta
simcell_18	deepskyblue
simcell_61	skyblue
simcell_81,simcell_79,simcell_80	violet
simcell_77,simcell_76	paleturquoise
simcell_14	steelblue
simcell_31	ghostwhite
simcell_40	greenyellow
simcell_41	mediumblue
simcell_60	teal
simcell_59	silver
simcell_78	lightcoral
