simcell_70,simcell_75,simcell_1,simcell_74,simcell_72,simcell_73	gray
simcell_71	steelblue
simcell_18	aquamarine
simcell_20	forestgreen
simcell_26,simcell_25	turquoise
simcell_67,simcell_69	azure
simcell_76,simcell_77,simcell_78	darkred
simcell_45,simcell_47,simcell_46	darkgray
simcell_5	lightgrey
simcell_49,simcell_51,simcell_52,simcell_48,simcell_53,simcell_50,simcell_54	linen
simcell_59,simcell_56	blue
simcell_44	lightsalmon
simcell_43	chocolate
simcell_68	darkgreen
simcell_22	seashell
simcell_30,simcell_29	whitesmoke
simcell_28,simcell_27	maroon
simcell_55	limegreen
simcell_60	mediumseagreen
simcell_36	thistle
simcell_63,simcell_64	rosybrown
simcell_62	navajowhite
simcell_57,simcell_58	saddlebrown
simcell_38,simcell_66,simcell_65	salmon
simcell_61	indianred
