simcell_32,simcell_27,simcell_1,simcell_28,simcell_51,simcell_24,simcell_16,simcell_52,simcell_33,simcell_31,simcell_50,simcell_29,simcell_26,simcell_34	gray
simcell_35	chocolate
simcell_15	gold
simcell_25	peachpuff
simcell_14	aqua
simcell_53,simcell_54	darkblue
simcell_68,simcell_47,simcell_70,simcell_45,simcell_55,simcell_9,simcell_66,simcell_57,simcell_56,simcell_76,simcell_64,simcell_72,simcell_63,simcell_49,simcell_67,simcell_75,simcell_48,simcell_58,simcell_69,simcell_62,simcell_73,simcell_71,simcell_65	snow
simcell_18	yellowgreen
simcell_46	chartreuse
simcell_77	wheat
simcell_40	darksalmon
simcell_74	whitesmoke
simcell_60,simcell_61,simcell_59	dimgray
