simcell_53,simcell_88,simcell_52,simcell_51,simcell_1,simcell_86,simcell_82,simcell_50,simcell_76,simcell_83,simcell_78,simcell_79,simcell_87,simcell_54	gray
simcell_80	blanchedalmond
simcell_81	slategray
simcell_16	deepskyblue
simcell_77	lightsalmon
simcell_13	cornsilk
simcell_49	blueviolet
simcell_24	linen
simcell_47	cornsilk
simcell_84,simcell_85	darkseagreen
simcell_5	cornflowerblue
simcell_20,simcell_67,simcell_56,simcell_64,simcell_69,simcell_59,simcell_68,simcell_60,simcell_61,simcell_55,simcell_63,simcell_65,simcell_66	lightseagreen
simcell_45	darkorchid
simcell_46	lightpink
simcell_75	steelblue
simcell_74	royalblue
simcell_11	orangered
simcell_39,simcell_41,simcell_42,simcell_40	peachpuff
simcell_62	amethyst
simcell_35	saddlebrown
simcell_36	navajowhite
simcell_57	khaki
simcell_37	skyblue
simcell_58	rosybrown
simcell_38	chocolate
