simcell_54,simcell_44,simcell_47,simcell_45,simcell_20,simcell_22,simcell_36,simcell_52,simcell_74,simcell_27,simcell_50,simcell_53,simcell_49,simcell_1,simcell_51,simcell_72,simcell_48,simcell_37,simcell_15,simcell_73,simcell_71,simcell_70,simcell_46,simcell_43,simcell_28	gray
simcell_63	lavender
simcell_17	greenyellow
simcell_10	snow
simcell_38	azure
simcell_29	dodgerblue
simcell_64,simcell_65	darkmagenta
simcell_75	dimgray
simcell_60	darkviolet
simcell_39,simcell_42,simcell_40,simcell_41	deeppink
simcell_79,simcell_58,simcell_81,simcell_80	sienna
simcell_30	goldenrod
simcell_76	lemonchiffon
simcell_59	plum
simcell_82	darkolivegreen
simcell_32	mediumspringgreen
simcell_57	seashell
simcell_78,simcell_77,simcell_67	papayawhip
