simcell_47,simcell_48,simcell_42,simcell_49,simcell_1,simcell_43	gray
simcell_20	maroon
simcell_17	greenyellow
simcell_44,simcell_45	indianred
simcell_52,simcell_51,simcell_58,simcell_72,simcell_30,simcell_74,simcell_29,simcell_31,simcell_28,simcell_57,simcell_26,simcell_59	darkseagreen
simcell_46	darkgoldenrod
simcell_56	darkkhaki
simcell_76	lightyellow
simcell_73	darkgreen
simcell_27	bisque
simcell_55	yellowgreen
simcell_77	mediumspringgreen
simcell_75	darkorchid
simcell_78,simcell_79	goldenrod
simcell_54	oldlace
simcell_63,simcell_35,simcell_41,simcell_34,simcell_36,simcell_62	indigo
simcell_53	dodgerblue
simcell_40	darkmagenta
simcell_39	lightgoldenrodyellow
simcell_71	brown
simcell_68,simcell_69	palegreen
simcell_64,simcell_66	darkslategray
simcell_70	darkgray
simcell_67	whitesmoke
simcell_65	cyan
