simcell_50,simcell_47,simcell_77,simcell_53,simcell_52,simcell_76,simcell_79,simcell_68,simcell_54,simcell_56,simcell_38,simcell_51,simcell_1,simcell_40,simcell_78,simcell_55,simcell_43,simcell_39,simcell_42	gray
simcell_41	lightpink
simcell_45	lightcoral
simcell_69	purple
simcell_27	darkblue
simcell_44	green
simcell_84	turquoise
simcell_80	tomato
simcell_85	ghostwhite
simcell_14,simcell_13	lightskyblue
simcell_73,simcell_74	mediumblue
simcell_71,simcell_70	mediumseagreen
simcell_34,simcell_67,simcell_58,simcell_31,simcell_65,simcell_60,simcell_61,simcell_35,simcell_66,simcell_59	navy
simcell_72	cyan
simcell_62	orangered
simcell_29	darksalmon
simcell_63,simcell_64	pink
simcell_83,simcell_81,simcell_82	lemonchiffon
