simcell_1	gray
simcell_18,simcell_48,simcell_70,simcell_26,simcell_49,simcell_71,simcell_50,simcell_46,simcell_13,simcell_45	palegreen
simcell_47	darkslategray
simcell_17	moccasin
simcell_69	seashell
simcell_25	lightpink
simcell_33	ghostwhite
simcell_28	linen
simcell_60,simcell_86,simcell_80,simcell_76,simcell_78,simcell_87,simcell_74,simcell_75	lightgreen
simcell_23,simcell_35,simcell_24,simcell_34,simcell_20	darkblue
simcell_32	mediumslateblue
simcell_63,simcell_65	deeppink
simcell_67,simcell_68	blueviolet
simcell_83,simcell_85,simcell_84,simcell_82,simcell_81	rosybrown
simcell_77	bisque
simcell_79	lightsalmon
simcell_73	mediumvioletred
simcell_22	lightgoldenrodyellow
simcell_64	navajowhite
simcell_66	indianred
simcell_38,simcell_51,simcell_52	red
simcell_53	honeydew
simcell_55,simcell_54	snow
