simcell_1,simcell_78,simcell_57,simcell_54,simcell_53,simcell_73,simcell_74,simcell_16,simcell_76	gray
simcell_32	tomato
simcell_75	firebrick
simcell_77	dimgray
simcell_51,simcell_50	orangered
simcell_34,simcell_33	royalblue
simcell_68,simcell_86,simcell_69,simcell_85	darkgray
simcell_24,simcell_27,simcell_44	lightsteelblue
simcell_70,simcell_72	whitesmoke
simcell_66,simcell_65	hotpink
simcell_23	lightcyan
simcell_46	indigo
simcell_26	turquoise
simcell_45	darkblue
simcell_59,simcell_36,simcell_22,simcell_43,simcell_42,simcell_58	deeppink
simcell_71	steelblue
simcell_84	bisque
simcell_83	powderblue
simcell_37	tan
simcell_18	mediumblue
simcell_61,simcell_63,simcell_40,simcell_80,simcell_81,simcell_41	blueviolet
simcell_62	navajowhite
simcell_79	greenyellow
simcell_82	palegoldenrod
