simcell_61,simcell_49,simcell_59,simcell_29,simcell_34,simcell_38,simcell_30,simcell_15,simcell_64,simcell_36,simcell_74,simcell_66,simcell_19,simcell_62,simcell_55,simcell_54,simcell_63,simcell_1,simcell_65,simcell_37,simcell_39,simcell_73	gray
simcell_60	honeydew
simcell_24	darkseagreen
simcell_28	cornflowerblue
simcell_75	darkturquoise
simcell_50	blanchedalmond
simcell_53,simcell_52	floralwhite
simcell_41,simcell_42,simcell_40	mediumturquoise
simcell_9	darkred
simcell_77,simcell_82,simcell_76,simcell_80,simcell_81,simcell_78	whitesmoke
simcell_51	lightcyan
simcell_22,simcell_21	darksalmon
simcell_79	mediumpurple
simcell_72	maroon
simcell_70	gold
simcell_69	aquamarine
simcell_44,simcell_47,simcell_43,simcell_45	darkmagenta
simcell_46	olive
