simcell_1	gray
simcell_12,simcell_7,simcell_13	mediumaquamarine
simcell_27,simcell_18,simcell_28,simcell_26,simcell_16,simcell_17,simcell_19	ghostwhite
simcell_64,simcell_107,simcell_101,simcell_66,simcell_100,simcell_108	aqua
simcell_94,simcell_86,simcell_91,simcell_96,simcell_95,simcell_92,simcell_87,simcell_90,simcell_98	steelblue
simcell_10	blanchedalmond
simcell_103	lightcyan
simcell_102	darkcyan
simcell_99	orchid
simcell_104,simcell_105,simcell_106	forestgreen
simcell_93	midnightblue
simcell_97	darkorange
simcell_89	darkseagreen
simcell_62,simcell_61	teal
simcell_34	darkmagenta
simcell_36	floralwhite
simcell_52,simcell_53,simcell_54	cornflowerblue
simcell_76,simcell_78,simcell_118,simcell_124,simcell_74,simcell_84,simcell_123,simcell_114,simcell_125,simcell_119,simcell_73,simcell_75,simcell_72,simcell_126	coral
simcell_88	antiquewhite
simcell_40	royalblue
simcell_41	darkolivegreen
simcell_35	whitesmoke
simcell_113	peru
simcell_71	mediumslateblue
simcell_122	darkgoldenrod
simcell_121	limegreen
simcell_32	tan
simcell_85	slateblue
simcell_120	dimgray
simcell_111,simcell_112	darkviolet
simcell_110,simcell_109	darkorchid
simcell_116,simcell_115	darkgray
simcell_70	lightslategray
simcell_117	lightsalmon
