simcell_76,simcell_74,simcell_45,simcell_1,simcell_75,simcell_35,simcell_77,simcell_30	gray
simcell_59	darkcyan
simcell_36	violet
simcell_46	amethyst
simcell_58	firebrick
simcell_44	lightblue
simcell_64	saddlebrown
simcell_19	yellowgreen
simcell_66,simcell_67	lime
simcell_11	hotpink
simcell_56,simcell_57,simcell_28	darkorchid
simcell_63,simcell_62	yellow
simcell_40,simcell_72,simcell_71	darkseagreen
simcell_82,simcell_54,simcell_81,simcell_78,simcell_80,simcell_53,simcell_55,simcell_83	darkblue
simcell_65	silver
simcell_41	lightcoral
simcell_42	lavenderblush
simcell_12	blanchedalmond
simcell_61	slategray
simcell_39	wheat
simcell_73	aqua
simcell_70,simcell_69,simcell_68	sandybrown
simcell_26	lightsteelblue
simcell_23	deepskyblue
simcell_79	lightgrey
simcell_48,simcell_50,simcell_47	mediumspringgreen
simcell_60	midnightblue
simcell_49	khaki
