simcell_76,simcell_62,simcell_73,simcell_46,simcell_59,simcell_72,simcell_75,simcell_1,simcell_60,simcell_58,simcell_61	gray
simcell_11	lightgrey
simcell_24	mediumseagreen
simcell_74	lavender
simcell_47,simcell_49,simcell_48	darkolivegreen
simcell_79	midnightblue
simcell_15,simcell_14	orange
simcell_64,simcell_70,simcell_63,simcell_69	crimson
simcell_32,simcell_55,simcell_51,simcell_80,simcell_53,simcell_52,simcell_57,simcell_81,simcell_54	darkslateblue
simcell_78	lavenderblush
simcell_77	seashell
simcell_13	yellowgreen
simcell_25,simcell_26	turquoise
simcell_67	fuchsia
simcell_71	navajowhite
simcell_68	snow
simcell_65	lightskyblue
simcell_56	palevioletred
simcell_31	darkorange
simcell_18	beige
simcell_36,simcell_37	sandybrown
simcell_27	lightsalmon
simcell_66	darkturquoise
simcell_34	darksalmon
simcell_33	wheat
simcell_35	blanchedalmond
