Cluster 1	0.9827215568378348
Cluster 2	0.0005495482390211576
Cluster 3	0.0005333850555205354
Cluster 4	0.00040407958751555704
Cluster 5	0.00040407958751555704
Cluster 6	0.0003717532205143125
Cluster 7	0.0003717532205143125
Cluster 8	0.0003717532205143125
Cluster 9	0.0003555900370136902
Cluster 10	0.00032326367001244566
Cluster 11	0.00032326367001244566
Cluster 12	0.00032326367001244566
Cluster 13	0.0003071004865118234
Cluster 14	0.0003071004865118234
Cluster 15	0.0002909373030112011
Cluster 16	0.0002747741195105788
Cluster 17	0.00024244775250933424
Cluster 18	0.00024244775250933424
Cluster 19	0.00021012138550808966
Cluster 20	0.00021012138550808966
Cluster 21	0.00021012138550808966
Cluster 22	0.00019395820200746738
Cluster 23	0.00019395820200746738
Cluster 24	0.0001777950185068451
Cluster 25	0.00016163183500622283
Cluster 26	0.00016163183500622283
Cluster 27	0.00016163183500622283
Cluster 28	0.00016163183500622283
Cluster 29	0.00014546865150560055
Cluster 30	0.00014546865150560055
Cluster 31	0.00014546865150560055
Cluster 32	0.00012930546800497827
Cluster 33	0.00011314228450435598
Cluster 34	0.00011314228450435598
Cluster 35	0.00011314228450435598
Cluster 36	0.00011314228450435598
Cluster 37	0.00011314228450435598
Cluster 38	0.00011314228450435598
Cluster 39	9.697910100373369e-05
Cluster 40	9.697910100373369e-05
Cluster 41	9.697910100373369e-05
Cluster 42	9.697910100373369e-05
Cluster 43	9.697910100373369e-05
Cluster 44	9.697910100373369e-05
Cluster 45	9.697910100373369e-05
Cluster 46	9.697910100373369e-05
Cluster 47	9.697910100373369e-05
Cluster 48	8.081591750311141e-05
Cluster 49	8.081591750311141e-05
Cluster 50	8.081591750311141e-05
Cluster 51	8.081591750311141e-05
Cluster 52	8.081591750311141e-05
Cluster 53	8.081591750311141e-05
Cluster 54	8.081591750311141e-05
Cluster 55	8.081591750311141e-05
Cluster 56	8.081591750311141e-05
Cluster 57	6.465273400248914e-05
Cluster 58	6.465273400248914e-05
Cluster 59	6.465273400248914e-05
Cluster 60	6.465273400248914e-05
Cluster 61	6.465273400248914e-05
Cluster 62	6.465273400248914e-05
Cluster 63	6.465273400248914e-05
Cluster 64	6.465273400248914e-05
Cluster 65	6.465273400248914e-05
Cluster 66	6.465273400248914e-05
Cluster 67	6.465273400248914e-05
Cluster 68	4.8489550501866846e-05
Cluster 69	4.8489550501866846e-05
Cluster 70	4.8489550501866846e-05
Cluster 71	4.8489550501866846e-05
Cluster 72	4.8489550501866846e-05
Cluster 73	4.8489550501866846e-05
Cluster 74	4.8489550501866846e-05
Cluster 75	4.8489550501866846e-05
Cluster 76	4.8489550501866846e-05
Cluster 77	4.8489550501866846e-05
Cluster 78	4.8489550501866846e-05
Cluster 79	4.8489550501866846e-05
Cluster 80	4.8489550501866846e-05
Cluster 81	4.8489550501866846e-05
Cluster 82	4.8489550501866846e-05
Cluster 83	4.8489550501866846e-05
Cluster 84	4.8489550501866846e-05
Cluster 85	4.8489550501866846e-05
Cluster 86	4.8489550501866846e-05
Cluster 87	4.8489550501866846e-05
Cluster 88	4.8489550501866846e-05
Cluster 89	4.8489550501866846e-05
Cluster 90	4.8489550501866846e-05
Cluster 91	4.8489550501866846e-05
Cluster 92	4.8489550501866846e-05
Cluster 93	4.8489550501866846e-05
Cluster 94	4.8489550501866846e-05
Cluster 95	4.8489550501866846e-05
Cluster 96	3.232636700124457e-05
Cluster 97	3.232636700124457e-05
Cluster 98	3.232636700124457e-05
Cluster 99	3.232636700124457e-05
Cluster 100	3.232636700124457e-05
Cluster 101	3.232636700124457e-05
Cluster 102	3.232636700124457e-05
Cluster 103	3.232636700124457e-05
Cluster 104	3.232636700124457e-05
Cluster 105	3.232636700124457e-05
Cluster 106	3.232636700124457e-05
Cluster 107	3.232636700124457e-05
Cluster 108	3.232636700124457e-05
Cluster 109	3.232636700124457e-05
Cluster 110	3.232636700124457e-05
Cluster 111	3.232636700124457e-05
Cluster 112	3.232636700124457e-05
Cluster 113	3.232636700124457e-05
Cluster 114	3.232636700124457e-05
Cluster 115	3.232636700124457e-05
Cluster 116	3.232636700124457e-05
Cluster 117	3.232636700124457e-05
Cluster 118	3.232636700124457e-05
Cluster 119	3.232636700124457e-05
Cluster 120	3.232636700124457e-05
Cluster 121	3.232636700124457e-05
Cluster 122	3.232636700124457e-05
Cluster 123	3.232636700124457e-05
Cluster 124	3.232636700124457e-05
Cluster 125	3.232636700124457e-05
Cluster 126	3.232636700124457e-05
Cluster 127	3.232636700124457e-05
Cluster 128	3.232636700124457e-05
Cluster 129	3.232636700124457e-05
Cluster 130	3.232636700124457e-05
Cluster 131	3.232636700124457e-05
Cluster 132	3.232636700124457e-05
Cluster 133	3.232636700124457e-05
Cluster 134	3.232636700124457e-05
Cluster 135	3.232636700124457e-05
Cluster 136	3.232636700124457e-05
Cluster 137	3.232636700124457e-05
Cluster 138	3.232636700124457e-05
Cluster 139	3.232636700124457e-05
Cluster 140	3.232636700124457e-05
Cluster 141	3.232636700124457e-05
Cluster 142	3.232636700124457e-05
Cluster 143	3.232636700124457e-05
Cluster 144	3.232636700124457e-05
Cluster 145	3.232636700124457e-05
Cluster 146	3.232636700124457e-05
Cluster 147	1.6163183500622284e-05
Cluster 148	1.6163183500622284e-05
Cluster 149	1.6163183500622284e-05
Cluster 150	1.6163183500622284e-05
Cluster 151	1.6163183500622284e-05
Cluster 152	1.6163183500622284e-05
Cluster 153	1.6163183500622284e-05
Cluster 154	1.6163183500622284e-05
Cluster 155	1.6163183500622284e-05
Cluster 156	1.6163183500622284e-05
Cluster 157	1.6163183500622284e-05
Cluster 158	1.6163183500622284e-05
Cluster 159	1.6163183500622284e-05
Cluster 160	1.6163183500622284e-05
Cluster 161	1.6163183500622284e-05
Cluster 162	1.6163183500622284e-05
Cluster 163	1.6163183500622284e-05
Cluster 164	1.6163183500622284e-05
Cluster 165	1.6163183500622284e-05
Cluster 166	1.6163183500622284e-05
Cluster 167	1.6163183500622284e-05
Cluster 168	1.6163183500622284e-05
Cluster 169	1.6163183500622284e-05
Cluster 170	1.6163183500622284e-05
Cluster 171	1.6163183500622284e-05
Cluster 172	1.6163183500622284e-05
Cluster 173	1.6163183500622284e-05
Cluster 174	1.6163183500622284e-05
Cluster 175	1.6163183500622284e-05
Cluster 176	1.6163183500622284e-05
Cluster 177	1.6163183500622284e-05
Cluster 178	1.6163183500622284e-05
Cluster 179	1.6163183500622284e-05
Cluster 180	1.6163183500622284e-05
Cluster 181	1.6163183500622284e-05
Cluster 182	1.6163183500622284e-05
Cluster 183	1.6163183500622284e-05
Cluster 184	1.6163183500622284e-05
Cluster 185	1.6163183500622284e-05
Cluster 186	1.6163183500622284e-05
Cluster 187	1.6163183500622284e-05
Cluster 188	1.6163183500622284e-05
Cluster 189	1.6163183500622284e-05
Cluster 190	1.6163183500622284e-05
Cluster 191	1.6163183500622284e-05
Cluster 192	1.6163183500622284e-05
