simcell_78,simcell_70,simcell_67,simcell_84,simcell_21,simcell_79,simcell_55,simcell_73,simcell_83,simcell_80,simcell_65,simcell_68,simcell_23,simcell_74,simcell_75,simcell_50,simcell_44,simcell_72,simcell_28,simcell_69,simcell_1,simcell_27,simcell_81,simcell_71,simcell_66,simcell_76	gray
simcell_53	olive
simcell_52	darkmagenta
simcell_82	papayawhip
simcell_77	mediumblue
simcell_22	royalblue
simcell_33,simcell_32	seagreen
simcell_39,simcell_85,simcell_86,simcell_19,simcell_36,simcell_64,simcell_42,simcell_62,simcell_37,simcell_61,simcell_40,simcell_63	steelblue
simcell_56,simcell_57,simcell_58,simcell_59	slategray
simcell_41	amethyst
simcell_38	paleturquoise
