simcell_56,simcell_33,simcell_1,simcell_72,simcell_52,simcell_73	gray
simcell_53	indigo
simcell_70,simcell_71	fuchsia
simcell_65,simcell_66	lavenderblush
simcell_69,simcell_68,simcell_67	teal
simcell_39,simcell_41,simcell_38,simcell_19,simcell_21,simcell_25,simcell_36,simcell_10,simcell_16,simcell_23,simcell_26,simcell_40,simcell_20,simcell_24,simcell_43	darkviolet
simcell_84,simcell_85,simcell_82,simcell_83,simcell_47,simcell_81	mediumslateblue
simcell_42	powderblue
simcell_37	lavender
simcell_31	seagreen
simcell_48,simcell_49	palegoldenrod
simcell_28	lightyellow
simcell_80,simcell_79,simcell_59,simcell_74,simcell_75,simcell_77,simcell_78	lime
simcell_76	saddlebrown
simcell_61	seashell
simcell_62	moccasin
